supplier_id,supplier_name_raw,supplier_name_normalized,supplier_category,supplier_type,supply_scope,certifications_raw,kpi_quality,kpi_time,distributor_or_broker,notes,source_file,provenance,extra_fields
SUP_3736021495883885906,MECCANICA INNOVATIVA S.R.L.,MECCANICA INNOVATIVA S.R.L.,"[""CLASSE B (built to print)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO B
TIPO COSTRUTTORE
Name: 23, dtype: object; TIPO B
TIPO COSTRUTTORE
Name: 23, dtype: object",LAVORAZIONI MECCANICHE,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE B (built to print)"", ""row"": 24, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 37, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_6265631649259889097,METATRON S.R.L.,METATRON S.R.L.,"[""CLASSE B (built to print)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO B
TIPO COSTRUTTORE
Name: 12, dtype: object; TIPO B
TIPO COSTRUTTORE
Name: 12, dtype: object",SERIGRAFIA,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE B (built to print)"", ""row"": 13, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 24, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_5251256167710368146,Microchip Technology Ireland Ltd.,MICROCHIP TECHNOLOGY IRELAND LTD.,"[""CLASSE D (distributori)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO D
TIPO DISTRIBUTORI
Name: 37, dtype: object; TIPO D
TIPO DISTRIBUTORI
Name: 37, dtype: object",COMPONENTI ELETTRONICI,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE D (distributori)"", ""row"": 38, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 88, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_4238820630265553671,MILEXIA ITALIA S.P.A.,MILEXIA ITALIA S.P.A.,"[""CLASSE C (coats)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO C
TIPO DISTRIBUTORE
Name: 7, dtype: object; TIPO C
TIPO DISTRIBUTORE
Name: 7, dtype: object",COMPONENTI ELETTRONICI,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE C (coats)"", ""row"": 8, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 16, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_1546328211849872547,MISUMI EUROPA GMBH,MISUMI EUROPA GMBH,"[""CLASSE D (distributori)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO D
TIPO DISTRIBUTORE
Name: 15, dtype: object; TIPO D
TIPO DISTRIBUTORE
Name: 15, dtype: object",MATERIALI MECCANICI,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE D (distributori)"", ""row"": 16, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 32, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_7557141675148494135,MITEC,MITEC,"[""CLASSE D (distributori)"", ""ITEM E SERVIZI INTERNI""]","TIPO D
TIPO DISTRIBUTORE
Name: 48, dtype: object; TIPO D
TIPO DISTRIBUTORE
Name: 48, dtype: object",nan,nan; nan,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE D (distributori)"", ""row"": 49, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI INTERNI"", ""row"": 44, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO""]}]",{}
SUP_2000115397062621629,MITOR SYSTEM S.R.L.,MITOR SYSTEM S.R.L.,"[""CLASSE B (built to print)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO B
TIPO COSTRUTTORE
Name: 11, dtype: object; TIPO B
TIPO COSTRUTTORE
Name: 11, dtype: object",MATERIALI MECCANICI,nan; ISO 9001:2015,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE B (built to print)"", ""row"": 12, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 22, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_7530318392518661453,MITUTOYO,MITUTOYO,"[""CLASSE E (generali stabilimento"", ""ITEM E SERVIZI INTERNI""]","TIPO E
TIPO COSTRUTTORE
Name: 29, dtype: object; TIPO E
TIPO COSTRUTTORE
Name: 29, dtype: object",STRUMENTI DI MISURA,nan; nan,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE E (generali stabilimento"", ""row"": 30, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI INTERNI"", ""row"": 33, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO""]}]",{}
SUP_2321041381472398810,MONDO PLASTICA S.R.L.,MONDO PLASTICA S.R.L.,"[""CLASSE B (built to print)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO B
TIPO DISTRIBUTORE
Name: 35, dtype: object; TIPO B
TIPO DISTRIBUTORE
Name: 35, dtype: object",MATERIE PLASTICHE,nan; QUESTIONARIO PRE-QUALIFICA in attesa approvazione Spartaco,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE B (built to print)"", ""row"": 36, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 75, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
SUP_5692552977052581366,MONDOFFICE,MONDOFFICE,"[""CLASSE E (generali stabilimento"", ""ITEM E SERVIZI INTERNI""]","TIPO E
TIPO DISTRIBUTORE
Name: 8, dtype: object; TIPO E
TIPO DISTRIBUTORE
Name: 8, dtype: object","CARTOLERIA, MATERIALI PER UFFICI",nan; nan,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE E (generali stabilimento"", ""row"": 9, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI INTERNI"", ""row"": 21, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO""]}]",{}
SUP_7738383116002723127,MOUSER,MOUSER,"[""CLASSE D (distributori)"", ""ITEM E SERVIZI AL CLIENTE""]","TIPO D
TIPO DISTRIBUTORE
Name: 7, dtype: object; TIPO D
TIPO DISTRIBUTORE
Name: 7, dtype: object",COMPONENTI ELETTRONICI,nan; ISO 9001-2015 / AS9100D,nan,nan,nan,nan,C:\Users\riccardo.dibiagio\PycharmProjects\etl_tool\Registro fornitori e Ordini.xlsx,"[{""sheet"": ""CLASSE D (distributori)"", ""row"": 8, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}, {""sheet"": ""ITEM E SERVIZI AL CLIENTE"", ""row"": 11, ""cols_used"": [""AMBITO DI FORNITURA"", ""CERTIFICAZIONE"", ""CERTIFICAZIONI"", ""DISTRIBUTORE UFFICIALE O BROKER"", ""KPI\nQUALITA'"", ""KPI\nTEMPI"", ""NOTE"", ""RAGIONE SOCIALE"", ""TIPO"", ""TIPO""]}]",{}
